,Hour,GHI,T-Td,Td,TARGET,DHI,DNI,WS,RH,T
311,11,1039,22.314370929095816,9.685629070904186,91.37568679,96,943,2.8,25.3,32.0
312,12,1039,22.45370539581807,9.94629460418193,92.12580065,100,939,3.0,25.17,32.4
313,12,989,22.55275782274746,9.94724217725254,87.99786763,182,807,3.1,25.03,32.5
314,13,974,22.12806748052749,10.37193251947251,85.8401374,231,743,3.3,25.75,32.5
315,13,1012,21.727090524350793,10.37290947564921,85.93432965,110,902,3.2,26.34,32.1
316,14,993,20.893112208882656,10.906887791117345,81.15004401,117,876,3.1,27.76,31.8
317,14,969,20.196466018126507,10.903533981873492,75.24027299,118,851,3.0,28.88,31.1
318,15,898,18.81752528201206,11.582474717987939,66.42209878,158,740,2.9,31.44,30.4
319,15,363,17.620419228971954,11.579580771028043,27.676239600000002,153,210,2.8,33.68,29.2
320,16,578,15.370414726140595,12.629585273859405,41.28035956,236,342,2.8,38.69,28.0
321,16,253,15.370414726140595,12.629585273859405,19.1390758,152,101,2.8,38.69,28.0
322,17,73,11.680735198567303,13.919264801432698,6.192217304,60,13,2.8,48.46,25.6
323,17,256,10.78581073219827,13.91418926780173,14.54247239,105,151,2.6,51.11,24.7
324,18,132,8.543713021847926,15.256286978152074,7.130573139,59,73,2.3,58.82,23.8
325,18,23,7.34652496160084,15.253475038399161,2.1579650740000003,23,0,2.1,63.23,22.6
326,19,7,6.022711499047668,15.37728850095233,0.6567806429999999,7,0,1.9,68.57,21.4
327,19,0,5.623275531195949,15.376724468804051,0.0,0,0,2.1,70.27,21.0
328,20,0,5.076628405238694,15.523371594761308,0.0,0,0,2.3,72.7,20.6
329,20,0,4.778192755442852,15.521807244557149,0.0,0,0,2.5,74.05,20.3
330,21,0,4.513875542454333,15.586124457545669,0.0,0,0,2.8,75.28,20.1
331,21,0,4.4132701543913715,15.586729845608629,0.0,0,0,3.0,75.75,20.0
332,22,0,4.511222541780535,15.388777458219463,0.0,0,0,3.2,75.26,19.9
333,22,0,4.431350695197043,15.368649304802958,0.0,0,0,3.5,75.63,19.8
334,23,0,4.8113167920667745,14.888683207933225,0.0,0,0,3.8,73.79,19.7
335,23,0,4.611660013863874,14.888339986136126,0.0,0,0,3.9,74.71,19.5
288,0,0,10.789135650679643,5.2108643493203575,0.0,0,0,2.6,48.76,16.0
289,0,0,10.591076125670538,5.208923874329463,0.0,0,0,2.6,49.38,15.8
290,1,0,11.37457072254335,4.225429277456651,0.0,0,0,2.6,46.7,15.6
291,1,0,11.37457072254335,4.225429277456651,0.0,0,0,2.7,46.7,15.6
292,2,0,12.753518121314809,2.7464818786851914,0.0,0,0,2.7,42.35,15.5
293,2,0,12.753518121314809,2.7464818786851914,0.0,0,0,2.7,42.35,15.5
294,3,0,14.029929506347537,1.3700704936524633,0.0,0,0,2.6,38.64,15.4
295,3,0,13.833109781963625,1.366890218036375,0.0,0,0,2.5,39.13,15.2
296,4,0,14.146957228137508,0.853042771862492,0.0,0,0,2.4,38.2,15.0
297,4,0,14.344120316737053,0.855879683262947,0.0,0,0,2.3,37.72,15.2
298,5,0,14.362033949417398,1.0379660505826012,0.0,0,0,2.3,37.73,15.4
299,5,248,16.55638046779294,1.0436195322070587,2.627232308,18,230,2.7,32.82,17.6
300,6,563,18.64208567493226,1.1579143250677408,10.13336528,35,528,3.1,28.84,19.8
301,6,726,20.734911934865394,1.1650880651346025,19.32800982,45,681,3.0,25.36,21.9
302,7,831,23.162510895030525,0.9374891049694749,29.08513662,52,779,2.8,21.84,24.1
303,7,901,24.954476876243668,0.9455231237563322,39.02960459,58,843,2.6,19.63,25.9
304,8,951,28.35216362322098,-0.6521636232209805,48.59840176,62,889,2.4,15.73,27.7
305,8,988,29.146661084615772,-0.646661084615773,57.69836724,66,922,2.3,15.02,28.5
306,9,1016,30.35556151412602,-0.9555615141260211,66.04755877,69,947,2.2,13.94,29.4
307,9,1036,30.9523454710855,-0.9523454710854988,73.36484415,71,965,2.2,13.47,30.0
308,10,1052,31.421950006048043,-0.7219500060480424,79.64996593,74,978,2.1,13.16,30.7
309,10,1063,32.01921760390575,-0.7192176039057535,84.62166711,75,988,2.2,12.72,31.3
310,11,1071,32.270718573228834,-0.37071857322883234,88.37370799,75,996,2.2,12.61,31.9
311,11,1054,32.67958268069074,-0.379582680690744,89.21765045,100,954,2.3,12.32,32.3
312,12,1075,32.65739540983698,0.04260459016302254,91.56261190000001,76,999,2.3,12.42,32.7
313,12,1037,32.869779317445065,0.030220682554936217,88.37273644,116,921,2.4,12.27,32.9
314,13,1016,32.78002335059998,0.31997664940002163,85.27668874,130,886,2.6,12.39,33.1
315,13,988,32.67978517493728,0.3202148250627216,80.77371807,142,846,2.8,12.46,33.0
316,14,1037,32.6022570542364,0.39774294576360486,80.30464886,89,948,3.0,12.53,33.0
317,14,943,32.29490249079224,0.40509750920776544,70.36061365,148,795,3.1,12.75,32.7
318,15,1007,32.01354157315847,0.38645842684153,67.73404081,76,931,3.3,12.95,32.4
319,15,976,31.41041019998238,0.3895898000176203,59.57257566,75,901,3.3,13.4,31.8
320,16,939,30.804978483086106,0.39502151691389387,50.75429294,71,868,3.3,13.87,31.2
321,16,785,30.804978483086106,0.39502151691389387,38.55825212,99,686,3.3,13.87,31.2
322,17,786,27.98045349672557,1.3195465032744293,30.77219189,67,719,2.6,16.53,29.3
323,17,689,25.587488391395055,1.3125116086049422,21.20335017,56,633,1.9,19.0,26.9
324,18,443,18.538946378410376,5.961053621589625,10.88342262,48,395,1.2,30.38,24.5
325,18,242,17.042631682099003,5.957368317900997,3.8467903910000003,25,217,1.2,33.24,23.0
326,19,16,15.780745363514924,5.819254636485076,0.18765120000000002,2,14,1.2,35.85,21.6
327,19,0,15.166131849234205,5.833868150765794,0.0,0,0,1.3,37.23,21.0
328,20,0,14.177222989884893,6.322777010115108,0.0,0,0,1.3,39.71,20.5
329,20,0,13.67911582239698,6.320884177603021,0.0,0,0,1.3,40.95,20.0
330,21,0,12.12330805573393,7.376691944266072,0.0,0,0,1.2,45.41,19.5
331,21,0,11.62491526204397,7.375084737956031,0.0,0,0,1.0,46.84,19.0
332,22,0,10.095389654491017,8.404610345508983,0.0,0,0,0.9,51.83,18.5
333,22,0,9.796367994397997,8.403632005602002,0.0,0,0,0.7,52.81,18.2
334,23,0,9.152606077135507,8.747393922864491,0.0,0,0,0.6,55.08,17.9
335,23,0,8.67150897057507,8.728491029424928,0.0,0,0,0.7,56.77,17.4
288,0,0,8.09570616846286,-12.99570616846286,0.0,0,0,2.2,53.12,-4.9
289,0,0,7.9963233462125345,-12.996323346212534,0.0,0,0,2.3,53.52,-5.0
290,1,0,8.20604415240669,-13.30604415240669,0.0,0,0,2.4,52.59,-5.1
291,1,0,8.20604415240669,-13.30604415240669,0.0,0,0,2.4,52.59,-5.1
292,2,0,8.166247535034536,-13.266247535034536,0.0,0,0,2.3,52.76,-5.1
293,2,0,8.066390947843281,-13.26639094784328,0.0,0,0,2.2,53.16,-5.2
294,3,0,7.820720224460529,-13.120720224460529,0.0,0,0,2.0,54.2,-5.3
295,3,0,7.62251154928386,-13.12251154928386,0.0,0,0,1.8,55.02,-5.5
296,4,0,7.415827591385012,-13.015827591385012,0.0,0,0,1.7,55.92,-5.6
297,4,0,7.315040000428158,-13.015040000428158,0.0,0,0,1.6,56.35,-5.7
298,5,0,7.143400650236759,-12.94340065023676,0.0,0,0,1.4,57.11,-5.8
299,5,0,7.042588468642245,-12.942588468642246,0.0,0,0,1.4,57.55,-5.9
300,6,0,7.0211142706246825,-12.921114270624683,0.0,0,0,1.3,57.65,-5.9
301,6,0,7.121761287577651,-12.92176128757765,0.0,0,0,1.3,57.21,-5.8
302,7,0,7.119020881073443,-12.819020881073444,0.0,0,0,1.3,57.25,-5.7
303,7,401,8.319973050005457,-12.819973050005457,3.378690673,19,382,1.7,52.28,-4.5
304,8,683,8.97843039427828,-12.278430394278281,10.4174922,29,654,2.2,49.92,-3.3
305,8,820,10.178999914571017,-12.278999914571017,18.20690842,37,783,2.5,45.67,-2.1
306,9,700,10.779327406657076,-11.779327406657076,21.77294686,61,639,2.8,43.85,-1.0
307,9,721,11.878682658462827,-11.778682658462827,26.84046347,75,646,3.1,40.48,0.1
308,10,760,12.177801481711404,-11.077801481711404,31.81404587,86,674,3.3,39.83,1.1
309,10,836,12.975459801068654,-11.075459801068654,37.06913757,84,752,3.5,37.62,1.9
310,11,738,12.807902705944667,-10.207902705944667,36.97500719,123,615,3.7,38.34,2.6
311,11,826,13.323795542437967,-10.223795542437967,40.72859122,104,722,3.8,36.96,3.1
312,12,845,12.969450849584323,-9.469450849584323,41.47916632,98,747,4.0,38.13,3.5
313,12,902,13.066924787953228,-9.466924787953229,42.13602988,76,826,3.9,37.87,3.6
314,13,965,12.65577704778373,-8.95577704778373,42.41751576,63,902,3.8,39.14,3.7
315,13,965,12.554577674261209,-8.954577674261209,39.41454911,59,906,3.6,39.42,3.6
316,14,959,11.994012511599012,-8.494012511599012,35.28544465,55,904,3.3,41.15,3.5
317,14,911,11.379249985949915,-8.479249985949915,29.09191482,50,861,2.7,42.98,2.9
318,15,695,9.646914496725339,-7.446914496725339,19.61373217,57,638,2.0,48.93,2.2
319,15,476,8.547842473666952,-7.4478424736669515,11.3554559,49,427,1.6,52.93,1.1
320,16,356,8.298561862493191,-8.298561862493191,5.537024773,30,326,1.1,53.65,0.0
321,16,79,8.298561862493191,-8.298561862493191,0.844630898,8,71,1.1,53.65,0.0
322,17,0,8.109712326110134,-8.909712326110135,0.0,0,0,1.0,54.22,-0.8
323,17,0,7.709305951587953,-8.909305951587953,0.0,0,0,1.2,55.83,-1.2
324,18,0,7.593701677087519,-9.293701677087519,0.0,0,0,1.3,56.2,-1.7
325,18,0,7.193614337087688,-9.293614337087687,0.0,0,0,1.6,57.88,-2.1
326,19,0,7.176707668765145,-9.676707668765145,0.0,0,0,1.9,57.85,-2.5
327,19,0,7.161322690593428,-9.661322690593428,0.0,0,0,2.2,57.92,-2.5
328,20,0,7.510437497723853,-10.010437497723853,0.0,0,0,2.5,56.35,-2.5
329,20,0,7.609255173736502,-10.009255173736502,0.0,0,0,2.7,55.94,-2.4
330,21,0,7.83323883120006,-10.23323883120006,0.0,0,0,2.8,54.96,-2.4
331,21,0,7.83323883120006,-10.23323883120006,0.0,0,0,2.8,54.96,-2.4
332,22,0,7.986557593537393,-10.486557593537393,0.0,0,0,2.8,54.27,-2.5
333,22,0,7.887295162789435,-10.487295162789435,0.0,0,0,2.8,54.67,-2.6
334,23,0,8.120689613461266,-10.820689613461266,0.0,0,0,2.8,53.64,-2.7
335,23,0,8.03682472723078,-10.836824727230779,0.0,0,0,2.8,53.97,-2.8
288,0,0,6.269274594679278,4.930725405320722,0.0,0,0,0.7,65.33,11.2
289,0,0,6.06967160675813,4.93032839324187,0.0,0,0,0.7,66.2,11.0
290,1,0,6.099677826457355,4.800322173542646,0.0,0,0,0.7,66.04,10.9
291,1,0,5.89826337686313,4.801736623136869,0.0,0,0,0.7,66.93,10.7
292,2,0,5.887245514106288,4.712754485893711,0.0,0,0,0.7,66.96,10.6
293,2,0,5.4870729021693725,4.712927097830627,0.0,0,0,0.7,68.77,10.2
294,3,0,5.2408631441093565,4.659136855890644,0.0,0,0,0.6,69.9,9.9
295,3,0,5.041367910836118,4.6586320891638815,0.0,0,0,0.6,70.84,9.7
296,4,0,4.781161738684037,4.618838261315964,0.0,0,0,0.6,72.08,9.4
297,4,0,4.680382114589847,4.619617885410154,0.0,0,0,0.6,72.57,9.3
298,5,0,4.609774248582968,4.590225751417031,0.0,0,0,0.6,72.91,9.2
299,5,94,6.206034009124068,4.593965990875932,1.5013878180000002,14,80,0.6,65.53,10.8
300,6,339,7.7081681906900945,4.591831809309906,7.69448571,45,294,0.7,59.34,12.3
301,6,530,9.705506320876752,4.594493679123248,16.13929816,70,460,0.4,52.1,14.3
302,7,669,12.200085519403547,3.999914480596451,25.52207803,87,582,0.2,44.24,16.2
303,7,771,13.995927190829242,4.004072809170757,35.27982159,100,671,0.6,39.49,18.0
304,8,849,16.83279147832511,2.8672085216748906,44.94340096,108,741,1.1,32.78,19.7
305,8,907,18.129496973922492,2.8705030260775084,54.13772815,116,791,1.4,30.26,21.0
306,9,950,20.398016827537845,1.9019831724621579,62.48736864,118,832,1.7,26.09,22.3
307,9,983,21.4915294812836,1.9084705187163988,69.99251252,122,861,1.9,24.42,23.4
308,10,1008,23.363530569342753,1.1364694306572476,76.37160357,123,885,2.1,21.63,24.5
309,10,1026,24.26361188716223,1.1363881128377666,81.53104042,125,901,2.4,20.5,25.4
310,11,1039,25.722412741196152,0.5775872588038501,85.37688463,127,912,2.6,18.67,26.3
311,11,1046,26.339262957629654,0.5607370423703462,87.72182483,129,917,2.9,18.0,26.9
312,12,1047,27.426381301480202,0.1736186985197992,88.5655245,128,919,3.1,16.8,27.6
313,12,1038,27.74170556564919,0.15829443435080584,87.53322229,142,896,3.3,16.49,27.9
314,13,1037,28.40140959740347,-0.10140959740346968,85.84410097,129,908,3.5,15.81,28.3
315,13,1017,28.40140959740347,-0.10140959740346968,81.80989732,138,879,3.7,15.81,28.3
316,14,997,28.21074083833143,0.08925916166857122,76.83750677,134,863,4.0,16.03,28.3
317,14,969,27.9127786052615,0.08722139473849991,70.55188725,135,834,4.1,16.31,28.0
318,15,815,26.71886621525973,0.881133784740272,58.16803516,212,603,4.2,17.68,27.6
319,15,779,26.026666465681785,0.8733335343182125,50.85051236,180,599,4.3,18.41,26.9
320,16,818,24.2522701015914,1.9477298984085987,45.78457747,126,692,4.3,20.72,26.2
321,16,686,24.2522701015914,1.9477298984085987,34.71371653,126,560,4.3,20.72,26.2
322,17,453,20.584893473032047,3.415106526967952,22.14225738,123,330,4.0,26.21,24.0
323,17,392,18.690180557954893,3.4098194420451073,14.91818837,82,310,3.5,29.39,22.1
324,18,284,15.322290112882127,4.877709887117872,7.881471672999999,49,235,3.0,36.6,20.2
325,18,115,13.927714631733322,4.872285368266679,2.251883704,19,96,2.8,39.91,18.8
326,19,0,12.064809620880787,5.435190379119212,0.0,0,0,2.6,45.03,17.5
327,19,0,11.44961922795676,5.450380772043239,0.0,0,0,2.4,46.82,16.9
328,20,0,10.36417339322307,5.935826606776931,0.0,0,0,2.2,50.3,16.3
329,20,0,9.864121821415266,5.935878178584735,0.0,0,0,2.3,51.93,15.8
330,21,0,9.185006055850769,6.01499394414923,0.0,0,0,2.4,54.26,15.2
331,21,0,8.886670689166028,6.013329310833972,0.0,0,0,2.7,55.31,14.9
332,22,0,8.81527204539233,5.68472795460767,0.0,0,0,3.0,55.48,14.5
333,22,0,8.615633485464624,5.684366514535376,0.0,0,0,3.1,56.2,14.3
334,23,0,8.940735319697701,5.0592646803023,0.0,0,0,3.2,54.87,14.0
335,23,0,8.742357374201653,5.057642625798348,0.0,0,0,3.2,55.58,13.8
288,0,0,4.764301557347359,-6.664301557347359,0.0,0,0,1.8,69.92,-1.9
289,0,0,4.764301557347359,-6.664301557347359,0.0,0,0,1.8,69.92,-1.9
290,1,0,5.145917165688458,-7.145917165688458,0.0,0,0,1.9,67.88,-2.0
291,1,0,5.044436084433865,-7.144436084433865,0.0,0,0,1.9,68.39,-2.1
292,2,0,5.23190365798504,-7.33190365798504,0.0,0,0,2.0,67.41,-2.1
293,2,0,5.131740524360208,-7.3317405243602085,0.0,0,0,2.0,67.91,-2.2
294,3,0,5.0798658854299275,-7.379865885429927,0.0,0,0,2.0,68.16,-2.3
295,3,0,4.98091293663493,-7.380912936634929,0.0,0,0,1.9,68.66,-2.4
296,4,0,4.835667706128552,-7.435667706128552,0.0,0,0,1.9,69.39,-2.6
297,4,0,4.835667706128552,-7.435667706128552,0.0,0,0,1.8,69.39,-2.6
298,5,0,4.816758212307442,-7.516758212307442,0.0,0,0,1.7,69.47,-2.7
299,5,0,5.617506015825985,-7.517506015825984,0.0,0,0,1.8,65.48,-1.9
300,6,80,5.657017510693909,-6.657017510693909,0.656942362,7,73,1.8,65.49,-1.0
301,6,476,7.858204384162519,-6.658204384162519,6.7569580689999995,30,446,1.9,55.84,1.2
302,7,698,8.575121629582211,-5.175121629582212,15.85969867,42,656,2.0,53.46,3.4
303,7,826,10.373153147238687,-5.173153147238687,25.90053396,52,774,1.3,47.14,5.2
304,8,908,11.504608193641934,-4.404608193641934,35.84709191,59,849,0.6,43.82,7.1
305,8,966,12.402074354241638,-4.4020743542416385,45.51221885,66,900,0.9,41.22,8.0
306,9,1006,13.293101172800036,-4.293101172800036,54.33254658,71,935,1.2,38.84,9.0
307,9,1033,13.791522002368126,-4.291522002368127,62.12080859,75,958,1.3,37.56,9.5
308,10,1055,14.157450888624775,-4.057450888624775,68.87669609,80,975,1.5,36.72,10.1
309,10,893,14.358557419471396,-4.058557419471394,65.40456627,196,697,1.6,36.23,10.3
310,11,718,14.186390485415275,-3.686390485415275,58.92966618,354,364,1.7,36.76,10.5
311,11,943,14.284959746573927,-3.6849597465739277,73.56816482,234,709,1.7,36.52,10.6
312,12,815,13.958646485879028,-3.258646485879028,66.34264714,312,503,1.7,37.45,10.7
313,12,425,13.858626617652547,-3.258626617652547,37.06559325,285,140,1.6,37.7,10.6
314,13,192,13.31291924171395,-2.812919241713949,17.73520208,181,11,1.5,39.23,10.5
315,13,338,13.013801117502803,-2.8138011175028037,29.18341817,236,102,1.3,40.02,10.2
316,14,752,12.33558118687998,-2.335581186879979,57.14707632,284,468,1.1,42.02,10.0
317,14,634,11.836008498378146,-2.336008498378145,47.4820682,275,359,1.0,43.45,9.5
318,15,349,10.770167882435238,-1.7701678824352378,27.87006275,226,123,1.0,46.85,9.0
319,15,216,10.253008550635387,-1.7530085506353879,16.70336172,140,76,1.0,48.52,8.5
320,16,47,8.803692486667861,-0.9036924866678615,4.410467293,47,0,1.1,53.78,7.9
321,16,69,8.803692486667861,-0.9036924866678615,6.0995824260000004,63,6,1.1,53.78,7.9
322,17,47,5.914312823060013,0.2856871769399875,4.410549700000002,47,0,0.6,65.87,6.2
323,17,25,5.014427779290645,0.28557222070935523,2.34606028,25,0,0.6,70.1,5.3
324,18,8,5.049208127081416,-0.6492081270814152,0.750746716,8,0,0.6,69.74,4.4
325,18,0,4.433256381384203,-0.6332563813842035,0.0,0,0,0.7,72.82,3.8
326,19,0,4.402344278807929,-1.1023442788079294,0.0,0,0,0.7,72.89,3.3
327,19,0,4.00226870761815,-1.1022687076181499,0.0,0,0,0.8,74.98,2.9
328,20,0,3.9861489684425635,-1.5861489684425636,0.0,0,0,0.8,74.98,2.4
329,20,0,3.587124787056818,-1.5871247870568181,0.0,0,0,0.9,77.14,2.0
330,21,0,3.8364080971142496,-2.2364080971142495,0.0,0,0,0.9,75.67,1.6
331,21,0,3.3365902813598733,-2.2365902813598733,0.0,0,0,1.0,78.43,1.1
332,22,0,3.660453034462808,-3.060453034462808,0.0,0,0,1.1,76.49,0.6
333,22,0,3.3613153359426,-3.0613153359426,0.0,0,0,1.3,78.16,0.3
334,23,0,3.8031390831583525,-3.9031390831583526,0.0,0,0,1.4,75.56,-0.1
335,23,0,3.486593869722365,-3.8865938697223648,0.0,0,0,1.4,77.32,-0.4
288,0,0,7.75096842557124,6.24903157442876,0.0,0,0,2.6,59.58,14.0
289,0,0,6.851151106468872,6.248848893531128,0.0,0,0,2.4,63.17,13.1
290,1,0,5.31263142868452,6.887368571315479,0.0,0,0,2.2,70.01,12.2
291,1,0,4.813273893909791,6.886726106090208,0.0,0,0,1.7,72.35,11.7
292,2,0,4.158145439292394,7.0418545607076055,0.0,0,0,1.3,75.58,11.2
293,2,0,3.957881499024154,7.042118500975846,0.0,0,0,1.2,76.59,11.0
294,3,0,3.9574168091315185,6.842583190868482,0.0,0,0,1.1,76.56,10.8
295,3,0,3.857523475471667,6.842476524528332,0.0,0,0,1.0,77.07,10.7
296,4,0,4.086843687808009,6.513156312191991,0.0,0,0,0.9,75.85,10.6
297,4,0,5.184454228894735,6.5155457711052644,0.0,0,0,1.1,70.53,11.7
298,5,199,6.314071180884355,6.485928819115646,2.345866898,17,182,1.2,65.48,12.8
299,5,488,7.909699645789771,6.4903003542102295,8.914137442000001,36,452,0.7,59.03,14.4
300,6,658,10.053131312415141,5.946868687584859,17.26497309,48,610,0.3,51.31,16.0
301,6,769,11.849816798848707,5.950183201151293,26.45992437,57,712,0.8,45.79,17.8
302,7,847,14.28060617086284,5.319393829137163,35.93599476,64,783,1.3,39.17,19.6
303,7,904,15.875952596327874,5.324047403672126,45.41178998,70,834,1.6,35.5,21.2
304,8,947,18.260484755490737,4.539515244509262,54.51195441,74,873,1.9,30.49,22.8
305,8,979,19.556286044981913,4.543713955018089,63.14289338,78,901,2.1,28.2,24.1
306,9,1003,20.920590529548416,4.379409470451584,70.92926849,81,922,2.3,25.95,25.3
307,9,1024,22.016839765771625,4.383160234228374,77.96495949,85,939,2.5,24.32,26.4
308,10,1038,22.956014357259875,4.443985642740124,83.87473834,87,951,2.8,23.03,27.4
309,10,1050,23.870381366277016,4.429618633722987,88.75248035,89,961,3.0,21.83,28.3
310,11,1056,24.493291688367638,4.606708311632363,92.22296079,88,968,3.2,21.1,29.1
311,11,1060,24.993252152632678,4.6067478473673225,94.47407024,90,970,3.4,20.5,29.6
312,12,1060,25.338602672346035,4.861397327653963,95.22398092,91,969,3.6,20.16,30.2
313,12,1057,25.636086782728245,4.863913217271754,94.66076835,93,964,3.8,19.82,30.5
314,13,1051,25.559582764807246,5.240417235192756,92.69031782,96,955,3.9,20.0,30.8
315,13,1041,25.46284277710329,5.237157222896711,89.40685222,95,946,4.0,20.11,30.7
316,14,1029,24.98308666568574,5.716913334314261,84.90367393,94,935,4.2,20.79,30.7
317,14,1011,24.682960337554942,5.717039662445057,79.181146,95,916,4.1,21.15,30.4
318,15,986,23.60310188945417,6.3968981105458305,72.33285785,94,892,4.1,22.68,30.0
319,15,956,23.007357328336006,6.392642671663994,64.64029545,93,863,3.9,23.47,29.4
320,16,917,21.64092977526562,7.159070224734383,56.19708617,92,825,3.7,25.61,28.8
321,16,874,21.64092977526562,7.159070224734383,47.37817782,86,788,3.7,25.61,28.8
322,17,809,19.318585507731544,7.981414492268457,37.99698699,82,727,3.1,29.56,27.3
323,17,721,18.12446221673725,7.97553778326275,28.52157142,76,645,2.6,31.71,26.1
324,18,608,14.933718465556243,10.066281534443757,19.42117328,66,542,2.0,38.97,25.0
325,18,449,13.338235024278049,10.06176497572195,10.97737797,50,399,1.7,42.88,23.4
326,19,240,11.106662496571495,10.793337503428504,4.2221380669999995,29,211,1.4,49.31,21.9
327,19,28,10.507299784729664,10.792700215270337,0.375303637,4,24,1.6,51.15,21.3
328,20,0,10.03818473821798,10.661815261782019,0.0,0,0,1.8,52.61,20.7
329,20,0,9.540221322742116,10.659778677257883,0.0,0,0,2.0,54.25,20.2
330,21,0,8.830665392383935,10.869334607616064,0.0,0,0,2.2,56.74,19.7
331,21,0,8.330778637784562,10.869221362215438,0.0,0,0,2.3,58.53,19.2
332,22,0,7.57515038617902,11.22484961382098,0.0,0,0,2.3,61.44,18.8
333,22,0,7.176672991046736,11.223327008953262,0.0,0,0,2.3,62.99,18.4
334,23,0,6.4712296868683215,11.62877031313168,0.0,0,0,2.4,65.93,18.1
335,23,0,6.272061026980547,11.627938973019452,0.0,0,0,2.4,66.76,17.9
288,0,0,5.575635663310905,-10.675635663310905,0.0,0,0,1.0,64.94,-5.1
289,0,0,5.575635663310905,-10.675635663310905,0.0,0,0,1.0,64.94,-5.1
290,1,0,5.598201423876934,-10.798201423876934,0.0,0,0,1.0,64.8,-5.2
291,1,0,5.598201423876934,-10.798201423876934,0.0,0,0,1.0,64.8,-5.2
292,2,0,5.790910798856411,-10.89091079885641,0.0,0,0,0.9,63.84,-5.1
293,2,0,5.691840682429741,-10.891840682429741,0.0,0,0,0.8,64.32,-5.2
294,3,0,5.900854678343603,-11.100854678343604,0.0,0,0,0.8,63.26,-5.2
295,3,0,5.900854678343603,-11.100854678343604,0.0,0,0,0.8,63.26,-5.2
296,4,0,6.528483908225556,-11.728483908225556,0.0,0,0,0.9,60.17,-5.2
297,4,0,6.513950714036736,-11.713950714036736,0.0,0,0,1.0,60.24,-5.2
298,5,0,7.574128571928802,-12.774128571928802,0.0,0,0,1.1,55.32,-5.2
299,5,0,7.874073146482349,-12.77407314648235,0.0,0,0,1.2,54.08,-4.9
